access,IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter,nnodes,seg,bw(GiB/s)
write,43634.0873,0.0566,131072.0,1024.0,0.037,7.5097,2.3149,7.513,80,1,1,32,42.59270791015625
write,42613.1503,0.0584,131072.0,1024.0,0.0259,7.6896,2.5192,7.693,80,2,1,32,41.5962404296875
write,41872.9021,0.06,131072.0,1024.0,0.0295,7.8256,2.5537,7.8291,80,3,1,32,40.87337734375
write,44221.5796,0.0572,131072.0,1024.0,0.0254,7.41,2.2611,7.4131,80,4,1,32,43.16654169921875
write,45439.1429,0.0595,131072.0,1024.0,0.0321,7.9325,2.6559,7.936,88,0,1,32,44.35463818359375
write,47623.011,0.054,131072.0,1024.0,0.0484,7.5688,2.489,7.572,88,1,1,32,46.48684228515625
write,44984.8502,0.0626,131072.0,1024.0,0.0249,8.0127,2.9369,8.016,88,2,1,32,43.91197822265625
write,46203.8,0.0566,131072.0,1024.0,0.0207,7.8013,2.5266,7.8045,88,3,1,32,45.1022998046875
write,48279.7783,0.0548,131072.0,1024.0,0.0402,7.4658,2.2057,7.469,88,4,1,32,47.1281109375
write,54187.9843,0.0133,131072.0,1024.0,0.0067,1.8141,0.2098,1.8178,24,0,1,32,52.80989765625
write,57738.2246,0.0125,131072.0,1024.0,0.0056,1.7026,0.1317,1.7054,24,1,1,32,56.29042578125
write,59574.5371,0.0123,131072.0,1024.0,0.0058,1.6501,0.0893,1.6531,24,2,1,32,58.07190732421875
write,58777.0037,0.0128,131072.0,1024.0,0.006,1.6725,0.052,1.6756,24,3,1,32,57.29267177734375
write,60377.4381,0.0124,131072.0,1024.0,0.006,1.6282,0.0532,1.6313,24,4,1,32,58.84902998046875
write,50321.5923,0.0437,131072.0,1024.0,0.0342,5.8605,0.6118,5.872,72,0,1,32,49.0461384765625
write,53355.9877,0.0406,131072.0,1024.0,0.0257,5.5273,0.4213,5.5305,72,1,1,32,52.074539453125
write,52919.0982,0.0411,131072.0,1024.0,0.0255,5.5729,0.597,5.5762,72,2,1,32,51.648194921875
write,52683.3477,0.0406,131072.0,1024.0,0.0217,5.5978,0.6119,5.6011,72,3,1,32,51.4188568359375
write,50350.6832,0.043,131072.0,1024.0,0.0255,5.8572,0.6572,5.8605,72,4,1,32,49.14268173828125
write,38889.94,0.0128,131072.0,1024.0,0.0065,1.6852,0.0853,1.6886,16,0,1,32,37.90070478515625
write,40134.3839,0.0123,131072.0,1024.0,0.006,1.6329,0.0614,1.636,16,1,1,32,39.1201142578125
write,40966.9677,0.0123,131072.0,1024.0,0.0059,1.5997,0.0353,1.6028,16,2,1,32,39.9308912109375
write,39754.3258,0.0128,131072.0,1024.0,0.0059,1.6485,0.0227,1.6516,16,3,1,32,38.74967333984375
write,41208.5598,0.0123,131072.0,1024.0,0.0059,1.5903,0.0308,1.5935,16,4,1,32,40.1643251953125
write,39676.8327,0.0275,131072.0,1024.0,0.0173,4.1294,2.5643,4.1328,40,0,1,32,38.71501142578125
write,41053.2317,0.0281,131072.0,1024.0,0.0112,3.9909,2.2508,3.9943,40,1,1,32,40.05735029296875
write,44563.1891,0.0261,131072.0,1024.0,0.0153,3.6766,2.0626,3.6799,40,2,1,32,43.479913671875
write,45124.6086,0.0261,131072.0,1024.0,0.0139,3.6308,2.0567,3.634,40,3,1,32,44.02834052734375
write,45936.5845,0.0258,131072.0,1024.0,0.0151,3.5667,2.0057,3.5698,40,4,1,32,44.81997236328125
write,51639.3037,0.0576,131072.0,1024.0,0.0297,7.6147,0.6101,7.6182,96,0,1,32,50.4054037109375
write,53154.5662,0.0553,131072.0,1024.0,0.0318,7.3976,0.5517,7.4009,96,1,1,32,51.8852814453125
write,52812.2744,0.0563,131072.0,1024.0,0.0245,7.4455,0.5003,7.4489,96,2,1,32,51.5514701171875
write,51649.0794,0.0564,131072.0,1024.0,0.0267,7.6132,0.578,7.6165,96,3,1,32,50.4167845703125
write,52525.8962,0.0553,131072.0,1024.0,0.0221,7.4861,0.5138,7.4894,96,4,1,32,51.27262236328125
write,30409.2925,0.0963,131072.0,2048.0,0.0462,6.4654,0.4819,6.4693,96,0,1,32,59.35716240234375
write,31471.1521,0.0941,131072.0,2048.0,0.0192,6.2472,0.4852,6.2504,96,1,1,32,61.43606748046875
write,31798.7725,0.0933,131072.0,2048.0,0.0244,6.1829,0.4844,6.1859,96,2,1,32,62.0766369140625
write,30430.553,0.0979,131072.0,2048.0,0.0281,6.4609,0.594,6.4641,96,3,1,32,59.404893359375
write,31462.933,0.0948,131072.0,2048.0,0.0389,6.2489,0.4574,6.2521,96,4,1,32,61.4192859375
write,25892.4785,0.0471,131072.0,2048.0,0.016,3.1639,1.5513,3.1684,40,0,1,32,50.4992169921875
write,27540.7725,0.0434,131072.0,2048.0,0.0184,2.9745,1.4412,2.9777,40,1,1,32,53.732131640625
write,27885.1338,0.0415,131072.0,2048.0,0.0166,2.9378,1.4769,2.941,40,2,1,32,54.4038025390625
write,27950.724,0.0418,131072.0,2048.0,0.0149,2.9309,1.4976,2.934,40,3,1,32,54.53213427734375
write,27884.0521,0.0419,131072.0,2048.0,0.0116,2.9379,1.5005,2.9412,40,4,1,32,54.4002876953125
write,18547.7745,0.0236,131072.0,2048.0,0.0062,1.7667,0.3052,1.77,16,0,1,32,36.1573986328125
write,21988.185,0.022,131072.0,2048.0,0.0062,1.4903,0.0903,1.4934,16,1,1,32,42.854084375
write,22582.4566,0.0218,131072.0,2048.0,0.0059,1.451,0.0678,1.4542,16,2,1,32,44.01187314453125
write,22496.4716,0.0218,131072.0,2048.0,0.0061,1.4566,0.0669,1.4598,16,3,1,32,43.84270322265625
write,22188.0362,0.0223,131072.0,2048.0,0.0059,1.4768,0.0699,1.4799,16,4,1,32,43.2462244140625
write,30219.3411,0.0715,131072.0,2048.0,0.0257,4.8795,0.4856,4.8836,72,0,1,32,58.9730703125
write,31151.4991,0.0672,131072.0,2048.0,0.0264,4.7335,0.5911,4.7368,72,1,1,32,60.80040029296875
write,31443.4956,0.0673,131072.0,2048.0,0.0231,4.6896,0.5371,4.6927,72,2,1,32,61.37183818359375
write,31528.6029,0.0682,131072.0,2048.0,0.0209,4.6769,0.5237,4.6801,72,3,1,32,61.5370154296875
write,31659.8011,0.0679,131072.0,2048.0,0.0289,4.6575,0.4866,4.6608,72,4,1,32,61.792125390625
write,27590.5415,0.0246,131072.0,2048.0,0.0069,1.7815,0.2972,1.7853,24,0,1,32,53.77304921875
write,31862.6173,0.0232,131072.0,2048.0,0.0062,1.5426,0.133,1.5458,24,1,1,32,62.10244443359375
write,31536.9211,0.0236,131072.0,2048.0,0.0062,1.5586,0.1092,1.5618,24,2,1,32,61.4675373046875
write,31385.0096,0.0232,131072.0,2048.0,0.0058,1.5661,0.1323,1.5692,24,3,1,32,61.17938828125
write,32410.2357,0.0232,131072.0,2048.0,0.0057,1.5166,0.0799,1.5195,24,4,1,32,63.1778833984375
write,29085.8151,0.0937,131072.0,2048.0,0.0358,6.1963,1.7689,6.2001,88,0,1,32,56.77301201171875
write,29770.0036,0.0914,131072.0,2048.0,0.0355,6.0539,1.7931,6.0572,88,1,1,32,58.11245849609375
write,29987.7435,0.0904,131072.0,2048.0,0.0259,6.0099,1.7808,6.0132,88,2,1,32,58.5381474609375
write,29115.5534,0.0936,131072.0,2048.0,0.0226,6.19,1.9395,6.1933,88,3,1,32,56.83583359375
write,28762.2502,0.093,131072.0,2048.0,0.0455,6.266,1.9355,6.2693,88,4,1,32,56.14687138671875
write,25690.1848,0.0916,131072.0,2048.0,0.0324,6.3775,1.9401,6.3812,80,0,1,32,50.1471197265625
write,26064.3488,0.0906,131072.0,2048.0,0.0313,6.286,1.9614,6.2893,80,1,1,32,50.88030751953125
write,26181.6121,0.0908,131072.0,2048.0,0.0278,6.2578,2.0112,6.2613,80,2,1,32,51.10753251953125
write,26412.0592,0.0901,131072.0,2048.0,0.0258,6.2032,1.9321,6.2065,80,3,1,32,51.55918984375
write,25246.6997,0.0922,131072.0,2048.0,0.0283,6.4896,2.1148,6.4927,80,4,1,32,49.28602099609375
write,23800.9407,0.0711,131072.0,2048.0,0.0318,4.8186,1.9051,4.8265,56,0,1,32,46.41085556640625
write,25312.2039,0.0658,131072.0,2048.0,0.025,4.5309,1.8442,4.5342,56,1,1,32,49.4022115234375
write,24905.8651,0.0652,131072.0,2048.0,0.0208,4.6049,1.8656,4.6081,56,2,1,32,48.6099814453125
write,24820.5362,0.0668,131072.0,2048.0,0.0214,4.6207,1.9256,4.6241,56,3,1,32,48.441796875
write,24308.9656,0.0671,131072.0,2048.0,0.0162,4.7179,1.9724,4.7213,56,4,1,32,47.4446423828125
write,27341.4239,0.0716,131072.0,2048.0,0.035,4.7939,1.7652,4.8016,64,0,1,32,53.31524140625
write,30244.553,0.0653,131072.0,2048.0,0.0219,4.3337,1.5635,4.337,64,1,1,32,59.02753671875
write,29900.4782,0.0667,131072.0,2048.0,0.0256,4.3836,1.6013,4.3868,64,2,1,32,58.35632998046875
write,29908.61,0.0656,131072.0,2048.0,0.0185,4.3824,1.6258,4.3857,64,3,1,32,58.371084765625
write,29078.0396,0.0677,131072.0,2048.0,0.0218,4.5076,1.5643,4.5108,64,4,1,32,56.752644921875
write,30524.6132,0.0468,131072.0,2048.0,0.0305,3.2205,0.2392,3.2325,48,0,1,32,59.3975958984375
write,31089.9817,0.0456,131072.0,2048.0,0.0138,3.1619,0.2878,3.1651,48,1,1,32,60.66143779296875
write,32499.0897,0.0435,131072.0,2048.0,0.0145,3.0248,0.2429,3.0281,48,2,1,32,63.4051923828125
write,32839.6328,0.0428,131072.0,2048.0,0.0135,2.9935,0.2892,2.9968,48,3,1,32,64.068850390625
write,33011.4834,0.0428,131072.0,2048.0,0.0156,2.9779,0.2647,2.9811,48,4,1,32,64.40496123046876
write,20128.915,0.0476,131072.0,2048.0,0.0133,3.2558,1.6402,3.2601,32,0,1,32,39.2625259765625
write,21040.0327,0.0444,131072.0,2048.0,0.0105,3.1148,1.646,3.118,32,1,1,32,41.0518775390625
write,21816.7181,0.0429,131072.0,2048.0,0.0128,3.0039,1.5366,3.0073,32,2,1,32,42.56340498046875
write,22084.0615,0.0419,131072.0,2048.0,0.0116,2.9676,1.5555,2.9707,32,3,1,32,43.08760498046875
write,21193.0876,0.0426,131072.0,2048.0,0.014,3.0923,1.6757,3.0955,32,4,1,32,41.3499173828125
write,10422.6367,0.0237,131072.0,2048.0,0.0062,1.572,0.1147,1.5753,8,0,1,32,20.31368046875
write,11385.6061,0.0222,131072.0,2048.0,0.0061,1.439,0.0476,1.4422,8,1,1,32,22.1888451171875
write,11540.5562,0.0221,131072.0,2048.0,0.006,1.4197,0.0309,1.4228,8,2,1,32,22.49095625
write,11517.3633,0.0222,131072.0,2048.0,0.0061,1.4225,0.0306,1.4257,8,3,1,32,22.4449728515625
write,11458.1598,0.0221,131072.0,2048.0,0.006,1.4299,0.0378,1.4331,8,4,1,32,22.3298890625
write,13040.2163,0.1605,131072.0,8192.0,0.0296,2.8269,0.3454,2.8348,72,0,1,32,101.59422080078124
write,13623.614,0.1566,131072.0,8192.0,0.0217,2.7059,0.3053,2.7091,72,1,1,32,106.30966826171876
write,13581.8679,0.1565,131072.0,8192.0,0.0287,2.7142,0.3141,2.7175,72,2,1,32,105.9808498046875
write,7934.9996,0.2688,131072.0,8192.0,0.024,4.6457,0.694,4.649,72,3,1,32,61.948444921875
write,13626.4487,0.1559,131072.0,8192.0,0.0228,2.7053,0.2989,2.7086,72,4,1,32,106.329871875
write,13214.6944,0.0577,131072.0,8192.0,0.0065,0.9299,0.0379,0.9335,24,0,1,32,102.84394765625
write,13462.954,0.0569,131072.0,8192.0,0.0063,0.9127,0.0316,0.9159,24,1,1,32,104.81117197265625
write,13305.7151,0.0572,131072.0,8192.0,0.006,0.9235,0.0414,0.9266,24,2,1,32,103.60356513671876
write,13430.3416,0.0565,131072.0,8192.0,0.006,0.9149,0.0297,0.9181,24,3,1,32,104.56720810546875
write,13258.1691,0.0568,131072.0,8192.0,0.0061,0.9268,0.0474,0.93,24,4,1,32,103.22881591796875
write,11794.3627,0.2119,131072.0,8192.0,0.039,3.8201,1.4287,3.8241,88,0,1,32,92.0468146484375
write,12457.4141,0.2098,131072.0,8192.0,0.0409,3.6168,1.2974,3.6201,88,1,1,32,97.2343189453125
write,12466.897,0.2094,131072.0,8192.0,0.0267,3.6141,1.2722,3.6174,88,2,1,32,97.308698046875
write,12473.0503,0.2089,131072.0,8192.0,0.0522,3.6123,1.2824,3.6396,88,3,1,32,96.71416435546875
write,12414.1119,0.2117,131072.0,8192.0,0.0391,3.6294,1.3106,3.6327,88,4,1,32,96.89800048828126
write,12357.4045,0.0968,131072.0,8192.0,0.0146,1.6573,0.6739,1.6618,40,0,1,32,96.27864609375
write,12406.3929,0.0948,131072.0,8192.0,0.0174,1.6508,0.7054,1.6541,40,1,1,32,96.72775322265625
write,11938.4469,0.0926,131072.0,8192.0,0.012,1.7155,0.7677,1.7189,40,2,1,32,93.08170283203125
write,12511.0049,0.0909,131072.0,8192.0,0.0145,1.637,0.7071,1.6403,40,3,1,32,97.5428466796875
write,12475.3281,0.0917,131072.0,8192.0,0.0172,1.6416,0.6937,1.645,40,4,1,32,97.26732880859375
write,9848.7586,0.0498,131072.0,8192.0,0.0063,0.8318,0.0476,0.8351,16,0,1,32,76.63624345703126
write,10622.9723,0.0474,131072.0,8192.0,0.0059,0.7712,0.0218,0.7742,16,1,1,32,82.6686548828125
write,10702.1046,0.0468,131072.0,8192.0,0.0059,0.7655,0.0272,0.7685,16,2,1,32,83.28008720703124
write,10804.6366,0.0464,131072.0,8192.0,0.0059,0.7582,0.0209,0.7613,16,3,1,32,84.0721158203125
write,10798.5414,0.0465,131072.0,8192.0,0.0059,0.7586,0.0251,0.7617,16,4,1,32,84.0245892578125
write,11457.4825,0.1596,131072.0,8192.0,0.0155,2.86,1.2398,2.8642,64,0,1,32,89.378113671875
write,12277.7316,0.1523,131072.0,8192.0,0.0201,2.6689,1.2026,2.6721,64,1,1,32,95.80396611328125
write,12300.5401,0.153,131072.0,8192.0,0.0231,2.6639,1.182,2.6672,64,2,1,32,95.97936787109376
write,12330.5991,0.1524,131072.0,8192.0,0.0218,2.6575,1.1943,2.6607,64,3,1,32,96.21452001953125
write,12285.4876,0.1511,131072.0,8192.0,0.0254,2.6672,1.1746,2.6705,64,4,1,32,95.86055341796875
write,13792.7234,0.1058,131072.0,8192.0,0.0246,1.7818,0.1787,1.7897,48,0,1,32,107.28347783203125
write,14249.9963,0.0993,131072.0,8192.0,0.0149,1.7246,0.2032,1.7281,48,1,1,32,111.10320595703125
write,14021.6283,0.1021,131072.0,8192.0,0.0185,1.7527,0.2156,1.7561,48,2,1,32,109.33498134765625
write,14476.1918,0.0986,131072.0,8192.0,0.0148,1.6977,0.1977,1.7011,48,3,1,32,112.86808935546875
write,14356.7246,0.0979,131072.0,8192.0,0.0128,1.7118,0.1608,1.7151,48,4,1,32,111.94539033203125
write,10764.7489,0.0873,131072.0,8192.0,0.0121,1.522,0.5754,1.5272,32,0,1,32,83.81312333984376
write,11467.6552,0.0834,131072.0,8192.0,0.01,1.4287,0.5653,1.4321,32,1,1,32,89.38110458984374
write,11450.4179,0.0832,131072.0,8192.0,0.0128,1.4309,0.5594,1.4342,32,2,1,32,89.2509845703125
write,11269.2327,0.084,131072.0,8192.0,0.0128,1.4539,0.6012,1.4571,32,3,1,32,87.84565419921876
write,11210.4465,0.0855,131072.0,8192.0,0.0116,1.4615,0.561,1.4646,32,4,1,32,87.3971228515625
write,5141.1752,0.0484,131072.0,8192.0,0.0065,0.7967,0.0472,0.8002,8,0,1,32,39.9910517578125
write,5497.3893,0.045,131072.0,8192.0,0.0061,0.7451,0.0377,0.7482,8,1,1,32,42.76770830078125
write,5626.8754,0.044,131072.0,8192.0,0.0061,0.7279,0.0277,0.7311,8,2,1,32,43.77092763671875
write,5636.0055,0.0439,131072.0,8192.0,0.0059,0.7268,0.0269,0.7298,8,3,1,32,43.84738681640625
write,5633.6177,0.0437,131072.0,8192.0,0.006,0.7271,0.0274,0.7302,8,4,1,32,43.82648310546875
write,11021.2499,0.2177,131072.0,8192.0,0.0474,3.7165,1.2891,3.7202,80,0,1,32,86.01761806640626
write,11540.1279,0.2157,131072.0,8192.0,0.0379,3.5494,1.1925,3.5527,80,1,1,32,90.073178515625
write,10204.9968,0.2509,131072.0,8192.0,0.0234,4.0137,1.6451,4.0167,80,2,1,32,79.66659365234375
write,11620.1809,0.209,131072.0,8192.0,0.0193,3.5249,1.1528,3.5281,80,3,1,32,90.69994140625
write,11562.922,0.2098,131072.0,8192.0,0.0361,3.5424,1.1634,3.5456,80,4,1,32,90.25273349609375
write,11195.4428,0.1501,131072.0,8192.0,0.0266,2.561,0.9596,2.5688,56,0,1,32,87.200484765625
write,11425.2608,0.1498,131072.0,8192.0,0.0176,2.5095,0.9854,2.5128,56,1,1,32,89.14361943359376
write,11878.9128,0.1427,131072.0,8192.0,0.0173,2.4137,0.9037,2.417,56,2,1,32,92.67733623046875
write,11921.7458,0.1436,131072.0,8192.0,0.0154,2.405,0.9038,2.4081,56,3,1,32,93.018697265625
write,10288.8501,0.1427,131072.0,8192.0,0.0188,2.7867,1.5669,2.79,56,4,1,32,80.28579267578125
write,6659.9964,0.2192,131072.0,16384.0,0.0148,1.845,0.1718,1.8497,48,0,1,32,103.80000234375
write,6746.0299,0.2218,131072.0,16384.0,0.0138,1.8215,0.1457,1.8249,48,1,1,32,105.21269287109375
write,6758.9719,0.2186,131072.0,16384.0,0.0177,1.818,0.1801,1.8213,48,2,1,32,105.41683076171876
write,6819.0401,0.2081,131072.0,16384.0,0.0136,1.802,0.1782,1.8052,48,3,1,32,106.35940029296874
