access,IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter,nnodes,seg,bw(GiB/s)
write,57874.5841,0.3152,131072.0,8192.0,0.0061,5.6619,1.1476,5.665,640,1,16,32,451.8946720703125
write,131840.7955,0.1157,131072.0,8192.0,0.0078,2.4854,1.0001,2.4888,640,2,16,32,1028.6250930664062
write,133533.8236,0.1457,131072.0,8192.0,0.0061,2.4539,0.5017,2.4571,640,3,16,32,1041.8790780273437
write,54491.1442,0.3573,131072.0,8192.0,0.0061,6.0135,1.3415,6.0166,640,4,16,32,425.4880029296875
write,87414.6491,0.4804,131072.0,16384.0,0.0435,4.1234,1.3701,4.1276,1408,0,16,32,1364.47828203125
write,92453.806,0.454,131072.0,16384.0,0.0482,3.8987,1.172,3.9075,1408,1,16,32,1441.3440432617188
write,77619.2745,0.4513,131072.0,16384.0,0.0618,4.6438,1.9049,4.663,1408,2,16,32,1207.816789453125
write,67028.3306,0.4678,131072.0,16384.0,0.0608,5.3775,2.5924,5.3993,1408,3,16,32,1043.0943374023439
write,31624.9229,1.285,131072.0,16384.0,0.0559,11.3976,4.1128,11.4127,1408,4,16,32,493.48365
write,55633.7689,0.2035,131072.0,16384.0,0.0102,2.945,1.4089,2.952,640,0,16,32,867.2212380859374
write,64585.1306,0.2992,131072.0,16384.0,0.0063,2.5368,0.6376,2.54,640,1,16,32,1007.8700575195312
write,103634.6085,0.1947,131072.0,16384.0,0.0058,1.5809,0.0682,1.584,640,2,16,32,1616.164665625
write,92421.1731,0.2129,131072.0,16384.0,0.0064,1.7728,0.1116,1.7761,640,3,16,32,1441.3537700195313
write,44164.1285,0.4531,131072.0,16384.0,0.0065,3.7098,1.4004,3.7131,640,4,16,32,689.4486134765625
write,80484.4054,0.4515,131072.0,16384.0,0.0431,3.6642,1.0808,3.6709,1152,0,16,32,1255.2950819335938
write,87520.0966,0.4016,131072.0,16384.0,0.0814,3.3696,0.7428,3.3728,1152,1,16,32,1366.2121780273437
write,87351.541,0.4133,131072.0,16384.0,0.0652,3.3762,0.7401,3.393,1152,2,16,32,1358.0986286132813
write,88123.0013,0.4093,131072.0,16384.0,0.0747,3.3466,0.7218,3.3593,1152,3,16,32,1371.7139974609374
write,85492.2721,0.4086,131072.0,16384.0,0.0568,3.4496,0.8279,3.4597,1152,4,16,32,1331.9100112304689
write,82479.7262,0.4401,131072.0,16384.0,0.0666,3.9729,1.2614,3.9956,1280,0,16,32,1281.422324609375
write,90515.8882,0.4368,131072.0,16384.0,0.048,3.6201,0.9991,3.6391,1280,1,16,32,1406.9359015625
write,79247.4991,0.4349,131072.0,16384.0,0.055,4.1349,1.4088,4.1543,1280,2,16,32,1232.4573061523438
write,85236.7104,0.4515,131072.0,16384.0,0.0351,3.8444,1.1087,3.8475,1280,3,16,32,1330.7366872070313
write,73379.0109,0.4661,131072.0,16384.0,0.0681,4.4656,1.751,4.4918,1280,4,16,32,1139.8449671875
write,59517.9045,0.2328,131072.0,16384.0,0.0087,3.3033,1.455,3.3089,768,0,16,32,928.4155459960938
write,52562.7011,0.4464,131072.0,16384.0,0.006,3.7404,0.7075,3.7436,768,1,16,32,820.6033374023438
write,35865.4476,0.668,131072.0,16384.0,0.0073,5.4818,0.401,5.4851,768,2,16,32,560.0647571289062
write,40981.4309,0.5694,131072.0,16384.0,0.0063,4.7975,3.0165,4.8008,768,3,16,32,639.8949287109375
write,67340.4289,0.3306,131072.0,16384.0,0.0087,2.9196,0.8129,2.9253,768,4,16,32,1050.1497717773439
write,50147.5782,0.4249,131072.0,16384.0,0.0609,5.2275,2.917,5.2488,1024,0,16,32,780.369301171875
write,47509.0928,0.6576,131072.0,16384.0,0.121,5.5178,2.6694,5.5367,1024,1,16,32,739.796328125
write,44247.3634,0.7032,131072.0,16384.0,0.1186,5.9245,3.5305,5.9348,1024,2,16,32,690.1669297851563
write,30291.8321,1.0416,131072.0,16384.0,0.1266,8.6539,4.2843,8.6748,1024,3,16,32,472.1716765625
write,26930.2154,1.132,131072.0,16384.0,0.1512,9.7342,5.6273,9.7556,1024,4,16,32,419.859392578125
write,49849.4676,0.9603,131072.0,16384.0,0.0507,7.8881,0.7207,7.8926,1536,0,16,32,778.4467442382812
write,30848.2586,1.2718,131072.0,16384.0,0.0797,12.7468,3.9732,12.7769,1536,1,16,32,480.86612724609375
write,30744.149,1.5343,131072.0,16384.0,0.0808,12.7899,1.5015,12.8245,1536,2,16,32,479.08334052734375
write,44232.4355,1.0776,131072.0,16384.0,0.0495,8.8898,3.6697,8.9074,1536,3,16,32,689.7618586914062
write,40421.4225,1.0634,131072.0,16384.0,0.0585,9.7279,1.8829,9.7462,1536,4,16,32,630.4005834960938
write,38108.088,0.1016,131072.0,16384.0,0.0067,0.8599,0.0988,0.8636,128,0,16,32,592.8479079101562
write,43226.3622,0.0871,131072.0,16384.0,0.0062,0.7581,0.1089,0.7613,128,1,16,32,672.5284814453125
write,43510.5925,0.088,131072.0,16384.0,0.0061,0.7531,0.0981,0.7563,128,2,16,32,676.9495421875
write,42793.2636,0.0887,131072.0,16384.0,0.0059,0.7657,0.1022,0.7688,128,3,16,32,665.9417427734375
write,44056.7503,0.0864,131072.0,16384.0,0.0063,0.7438,0.0968,0.7471,128,4,16,32,685.3597577148438
write,70946.7642,0.3487,131072.0,16384.0,0.0453,3.2331,0.9734,3.2495,896,0,16,32,1102.942623828125
write,37428.0483,0.7345,131072.0,16384.0,0.1429,6.1285,1.0882,6.1372,896,1,16,32,583.975275390625
write,39785.1645,0.6858,131072.0,16384.0,0.1064,5.7654,1.2189,5.7764,896,2,16,32,620.4510279296875
write,59830.699,0.4587,131072.0,16384.0,0.1273,3.8338,1.2545,3.837,896,3,16,32,934.0518946289062
write,28556.0014,0.9869,131072.0,16384.0,0.1306,8.0325,1.5916,8.0418,896,4,16,32,445.67303076171873
write,64511.807,0.1602,131072.0,16384.0,0.0103,2.0318,0.7775,2.039,512,0,16,32,1004.3918322265625
write,96506.9698,0.1643,131072.0,16384.0,0.0063,1.3582,0.0774,1.3614,512,1,16,32,1504.2983317382811
write,96493.0461,0.1642,131072.0,16384.0,0.0066,1.3584,0.068,1.3618,512,2,16,32,1503.8861645507814
write,89369.9439,0.1696,131072.0,16384.0,0.0065,1.4666,0.174,1.47,512,3,16,32,1393.2038046875
write,92755.5304,0.1636,131072.0,16384.0,0.006,1.4131,0.1229,1.4163,512,4,16,32,1446.0529090820312
write,65223.487,0.1237,131072.0,16384.0,0.0067,1.5072,0.5689,1.5109,384,0,16,32,1016.6246328125
write,89195.3559,0.118,131072.0,16384.0,0.006,1.1021,0.1581,1.1052,384,1,16,32,1389.7609580078124
write,78392.1689,0.1524,131072.0,16384.0,0.006,1.254,0.0911,1.2572,384,2,16,32,1221.7705223632813
write,100788.642,0.1202,131072.0,16384.0,0.0061,0.9753,0.0303,0.9785,384,3,16,32,1569.68248046875
write,98973.6401,0.1205,131072.0,16384.0,0.0066,0.9932,0.0478,0.9967,384,4,16,32,1541.1430174804686
write,60199.607,0.1086,131072.0,16384.0,0.007,1.0886,0.3089,1.0926,256,0,16,32,937.2286180664063
write,77012.9212,0.1024,131072.0,16384.0,0.0062,0.851,0.1021,0.8542,256,1,16,32,1198.8147681640626
write,78081.7743,0.1022,131072.0,16384.0,0.0061,0.8393,0.0852,0.8425,256,2,16,32,1215.3639288085938
write,64700.6447,0.1208,131072.0,16384.0,0.0064,1.0129,0.1394,1.0163,256,3,16,32,1007.6112875976562
write,66741.7518,0.118,131072.0,16384.0,0.006,0.9819,0.0837,0.9851,256,4,16,32,1039.4840673828126
